dispnum,styear,endyear,fatality,fatalpre,hostlev,recip,numa,numb,ongo2014,meandur,acountries,bcountries
1219,1919,1920,6,-9,5,1,1,1,0,688.0,[365],[290]
1225,1953,1954,0,0,4,0,1,1,0,182.5,[800],[811]
1226,1958,1959,0,0,4,1,1,1,0,189.0,[800],[811]
1227,1961,1961,0,0,3,1,1,1,0,194.0,[811],[800]
1228,1962,1962,1,-9,4,1,1,1,0,156.0,[800],[811]
1229,1964,1966,3,-9,4,1,1,1,0,901.0,[811],[800]
1230,1967,1967,0,0,4,0,1,1,0,29.0,[800],[811]
1231,1975,1976,2,-9,4,1,1,1,0,268.0,[811],[800]
1232,1976,1987,5,-9,4,1,1,2,0,3985.0,[800],[811 816]
1233,1921,1921,-9,-9,4,1,1,1,0,47.0,[310],[305]
1234,1921,1921,0,0,2,0,1,2,0,154.0,[365],[366 367]
1235,1921,1921,-9,-9,4,1,1,1,0,74.0,[345],[339]
1238,1947,1949,6,-9,5,1,1,1,0,464.0,[750],[770]
1240,1923,1923,0,0,3,0,1,1,0,141.0,[345],[355]
1241,1925,1925,-9,-9,4,1,1,1,0,9.0,[350],[355]
1243,1938,1938,1,-9,4,1,1,1,0,11.0,[368],[290]
1244,1938,1938,0,0,4,1,1,1,0,162.0,[315],[290]
1245,1938,1938,0,0,3,0,1,1,0,7.0,[345],[310]
1246,1938,1938,-9,-9,4,1,1,1,0,21.0,[310],[315]
1247,1939,1939,0,0,3,1,1,1,0,9.0,[360],[310]
1249,1909,1909,0,0,3,0,1,1,0,16.0,[640],[350]
1250,1912,1913,6,-9,5,1,3,1,0,229.0,[345 350 355],[640]
1251,1913,1913,6,-9,5,1,1,4,0,134.0,[355],[345 360 640 350]
1257,1918,1918,-9,-9,4,1,1,1,0,67.0,[360],[365]
1262,1918,1918,0,0,4,0,3,1,0,52.0,[345 220 325],[339]
1263,1918,1918,1,-9,4,1,1,1,0,15.5,[360],[345]
1265,1919,1919,6,-9,5,1,6,1,0,152.0,[200 220 325 360 315 345],[310]
1268,1919,1919,-9,-9,4,1,1,1,0,10.0,[315],[290]
1269,1919,1919,2,-9,4,1,1,4,0,276.0,[255],[366 200 290 367]
1270,1919,1922,6,-9,5,1,1,1,0,1257.0,[350],[640]
1272,1919,1921,6,-9,5,1,1,2,0,737.0,[290],[368 367]
1273,1921,1921,-9,-9,4,1,1,1,0,220.0,[290],[255]
1274,1908,1909,0,0,4,1,1,1,0,197.0,[640],[355]
1279,1963,1964,2,-9,4,1,1,1,0,230.0,[640],[350]
1280,1967,1967,0,0,3,0,1,2,0,16.0,[640],[350 352]
1284,1948,1948,2,-9,4,1,1,1,0,13.0,[350],[339]
1285,1949,1949,2,-9,4,1,1,1,0,6.0,[350],[339]
1286,1949,1951,2,-9,4,1,4,2,0,834.0,[365 310 360 355],[  2 345]
1289,1976,1976,0,0,3,1,1,1,0,91.0,[640],[350]
1290,1975,1975,0,0,2,0,1,1,0,1.0,[350],[640]
1292,1974,1974,0,0,3,1,1,1,0,62.0,[640],[350]
1293,1974,1974,6,-9,5,1,1,2,0,33.0,[640],[352 350]
1295,1952,1952,1,-9,4,1,1,1,0,19.0,[355],[350]
1300,1955,1955,1,-9,4,1,1,1,0,67.0,[770],[750]
1301,1956,1956,1,-9,4,1,1,1,0,39.0,[770],[750]
1302,1958,1959,2,-9,4,1,1,1,0,510.0,[770],[750]
1303,1960,1960,0,0,4,1,1,1,0,24.0,[700],[770]
1304,1961,1961,3,-9,4,1,1,1,0,108.0,[700],[770]
1305,1955,1955,0,0,3,1,1,1,0,37.0,[770],[700]
1306,1950,1950,3,-9,4,1,1,1,0,111.0,[700],[770]
1307,1949,1949,0,0,4,1,1,1,0,92.5,[700],[770]
1308,1950,1950,2,-9,4,1,1,1,0,111.0,[750],[770]
1310,1962,1962,1,-9,4,1,1,1,0,48.0,[770],[750]
1312,1964,1966,6,-9,5,1,1,1,0,528.0,[770],[750]
1317,1963,1963,0,0,4,0,1,1,0,32.0,[770],[750]
1319,1965,1965,-9,-9,4,1,1,1,0,31.0,[490],[500]
1321,1960,1960,-9,-9,4,1,1,1,0,60.0,[211],[490]
1322,1966,1966,0,0,4,1,1,1,0,41.0,[483],[625]
1323,1969,1969,0,0,4,0,1,1,0,34.0,[482],[483]
1324,1966,1966,0,0,2,0,3,1,0,1.0,[490 520 580],[552]
1325,1969,1970,0,0,4,1,1,1,0,342.0,[490],[484]
1326,1969,1969,0,0,4,0,1,1,0,38.0,[484],[235]
1328,1965,1965,0,0,3,0,1,1,0,16.0,[490],[484]
1331,1975,1975,0,0,3,1,1,3,0,1.0,[615],[435 600 230]
1333,1976,1978,1,-9,4,1,1,1,0,558.5,[552],[571]
1334,1975,1975,0,0,4,0,1,1,0,9.0,[552],[571]
1335,1969,1969,0,0,4,0,1,1,0,184.5,[571],[552]
1337,1976,1977,0,0,4,0,1,1,0,182.0,[620],[483]
1339,1976,1976,0,0,4,0,1,1,0,1.0,[471],[481]
1340,1972,1972,0,0,4,1,1,1,0,95.5,[411],[481]
1342,1973,1973,0,0,4,1,1,1,0,1.0,[235],[553]
1343,1967,1967,1,-9,4,1,1,1,0,2.0,[750],[770]
1344,1953,1954,0,0,4,1,1,1,0,390.0,[732],[740]
1345,1954,1954,0,0,4,0,1,1,0,1.0,[732],[740]
1346,1955,1955,0,0,4,0,1,1,0,123.0,[732],[740]
1347,1958,1964,0,0,4,0,1,1,0,2220.0,[732],[740]
1350,1958,1960,-9,-9,4,1,1,1,0,397.0,[816],[812]
1351,1966,1966,1,-9,4,1,1,2,0,41.0,[438],[452 437]
1352,1967,1967,0,0,4,1,1,1,0,221.0,[438],[437]
1353,1962,1973,-9,-9,4,1,3,6,0,4059.0,[816 365 710],[200 900 800 920   2 812]
1360,1969,1970,-9,-9,5,1,1,1,0,356.0,[816],[811]
1361,1964,1964,0,0,4,0,1,1,0,5.0,[517],[516]
1362,1973,1973,-9,-9,4,0,1,2,0,130.0,[516],[517 510]
1363,1960,1961,-9,-9,4,1,3,3,0,126.0,[816 710 365],[800   2 812]
1364,1972,1972,-9,-9,4,1,1,1,0,1.0,[235],[510]
1366,1965,1965,0,0,4,0,1,1,0,12.0,[501],[500]
1367,1973,1973,0,0,4,0,1,1,0,1.0,[500],[501]
1368,1976,1976,-9,-9,4,1,1,1,0,192.0,[500],[501]
1369,1959,1959,0,0,4,0,1,1,0,1.0,[770],[775]
1374,1950,1953,4,-9,4,1,1,1,0,1224.0,[713],[775]
1376,1975,1975,-9,-9,4,1,1,1,0,133.0,[800],[812]
1377,1976,1976,2,-9,4,1,1,1,0,1.0,[666],[500]
1378,1967,1967,2,-9,4,1,1,2,0,171.0,[520],[530 501]
1379,1964,1971,4,-9,4,1,2,1,0,2599.0,[365   2 732],[731]
1380,1971,1971,3,-9,4,1,1,1,0,333.0,[500],[510]
1381,1972,1973,2,-9,4,1,2,1,0,192.0,[620 500],[510]
1382,1974,1975,0,0,4,1,1,3,0,421.0,[500],[551 510 625]
1384,1974,1974,0,0,4,0,1,1,0,15.0,[433],[420]
1385,1969,1971,0,0,4,1,1,2,0,507.5,[235],[438 433]
1386,1973,1973,0,0,3,1,1,1,0,1.0,[235],[438]
1387,1961,1961,0,0,3,0,1,1,0,16.0,[235],[433]
1389,1972,1972,1,-9,4,1,1,1,0,1.0,[235],[433]
1390,1972,1973,0,0,4,0,1,1,0,173.0,[235],[551]
1391,1971,1971,0,0,4,1,1,1,0,41.0,[235],[551]
1392,1966,1969,0,0,4,1,1,1,0,1178.0,[235],[551]
1396,1974,1974,0,0,4,1,2,1,0,51.0,[560 552],[551]
1397,1973,1973,2,-9,4,1,2,1,0,157.0,[560 552],[551]
1399,1969,1969,0,0,3,1,1,1,0,4.0,[552],[551]
1400,1968,1968,0,0,2,0,1,1,0,113.0,[560],[551]
1401,1966,1966,0,0,4,1,1,1,0,22.0,[551],[552]
1403,1968,1968,0,0,4,0,1,1,0,5.0,[625],[500]
1404,1971,1971,0,0,3,1,1,1,0,2.0,[625],[500]
1406,1969,1969,0,0,4,0,1,1,0,35.0,[230],[411]
1407,1963,1964,0,0,4,0,1,1,0,31.0,[434],[436]
1408,1966,1966,0,0,4,1,1,1,0,7.0,[452],[438]
1410,1962,1962,-9,-9,4,1,1,1,0,1.0,[435],[432]
1411,1974,1975,1,-9,4,1,1,1,0,200.5,[432],[439]
1418,1962,1962,0,0,3,0,1,1,0,13.0,[452],[461]
1419,1965,1965,1,-9,4,1,1,1,0,91.0,[452],[461]
1422,1967,1967,0,0,4,0,1,1,0,2.0,[530],[625]
1423,1960,1961,0,0,4,1,1,1,0,397.0,[530],[520]
1425,1963,1964,3,-9,4,1,1,1,0,156.0,[520],[530]
1426,1963,1964,-9,-9,4,1,1,1,0,93.0,[520],[501]
1427,1974,1974,1,-9,4,1,1,1,0,3.0,[520],[530]
1428,1975,1976,1,-9,4,1,1,1,0,22.0,[520],[530]
1430,1975,1977,-9,-9,4,1,2,1,0,781.0,[551 541],[552]
1435,1975,1979,6,-9,5,1,1,1,0,1361.0,[816],[811]
1441,1975,1988,-9,-9,4,1,3,2,0,4764.0,[551 560 490],[ 40 540]
1447,1971,1971,6,-9,5,1,1,1,0,255.0,[770],[750]
1448,1954,1954,0,0,4,0,1,2,0,203.0,[713],[365 290]
1449,1969,1969,0,0,2,0,1,1,0,92.5,[750],[790]
1450,1975,1976,0,0,4,1,1,1,0,347.0,[850],[235]
1452,1956,1956,0,0,4,1,2,2,0,119.0,[710 713],[840 817]
1462,1968,1968,0,0,4,0,1,1,0,54.0,[750],[790]
1463,1965,1965,0,0,4,1,1,1,0,3.0,[750],[790]
1466,1962,1962,-9,-9,4,1,1,2,0,173.5,[750],[710 790]
1469,1976,1976,1,-9,4,1,1,1,0,3.0,[771],[750]
1472,1975,1975,1,-9,4,1,2,1,0,279.0,[732   2],[731]
1477,1918,1918,0,0,3,1,1,1,0,30.0,[380],[255]
1480,1967,1970,6,-9,5,1,1,2,0,1139.0,[666],[651 365]
1481,1974,1974,0,0,4,0,1,1,0,1.0,[395],[260]
1482,1865,1866,6,-9,5,1,1,4,0,449.5,[230],[145 155 135 130]
1486,1884,1885,2,-9,4,1,1,1,0,136.0,[740],[710]
1488,1885,1885,0,0,3,0,3,1,0,31.5,[710   2 200],[740]
1489,1874,1874,0,0,4,1,1,1,0,231.0,[740],[710]
1490,1894,1895,6,-9,5,1,1,2,0,299.0,[740],[730 710]
1493,1849,1849,0,0,4,1,1,1,0,62.0,[101],[210]
1494,1854,1855,0,0,4,0,1,1,0,184.0,[101],[210]
1495,1856,1856,0,0,3,0,1,1,0,16.0,[210],[101]
1497,1869,1869,0,0,4,1,1,1,0,14.5,[101],[210]
1498,1846,1847,0,0,3,0,2,1,0,92.0,[135 155],[230]
1500,1857,1858,0,0,4,0,1,1,0,185.0,[155],[145]
1501,1861,1861,0,0,4,1,1,1,0,62.0,[145],[155]
1502,1863,1863,0,0,4,1,1,1,0,305.5,[155],[145]
1503,1872,1872,0,0,3,0,1,1,0,96.0,[135],[155]
1506,1852,1852,0,0,3,1,2,2,0,92.5,[101 100],[155 135]
1507,1843,1844,0,0,4,0,1,1,0,223.0,[155],[160]
1508,1873,1873,-9,-9,4,1,1,1,0,69.0,[155],[160]
1510,1878,1878,0,0,4,1,1,1,0,43.0,[155],[160]
1511,1879,1879,0,0,4,0,1,1,0,32.0,[160],[155]
1512,1891,1892,0,0,2,0,1,1,0,41.0,[2],[155]
1513,1897,1898,0,0,3,1,1,1,0,342.0,[155],[160]
1515,1884,1884,0,0,3,0,1,1,0,4.0,[155],[135]
1516,1884,1884,0,0,4,0,1,1,0,20.0,[155],[145]
1517,1883,1883,0,0,2,0,4,1,0,53.0,[200 325   2 220],[155]
1518,1878,1883,6,-9,5,1,1,2,0,1808.0,[155],[135 145]
1519,1863,1863,6,-9,5,1,1,1,0,113.0,[100],[130]
1520,1862,1862,2,-9,4,1,1,1,0,43.0,[100],[130]
1521,1857,1857,0,0,4,0,1,1,0,15.5,[130],[100]
1522,1856,1856,0,0,3,0,1,1,0,109.0,[2],[100]
1523,1852,1852,0,0,3,0,2,1,0,125.0,[155 100],[135]
1524,1834,1834,0,0,4,0,1,1,0,183.5,[100],[2]
1526,1874,1874,0,0,3,0,1,1,0,1.0,[140],[160]
1527,1872,1872,0,0,3,1,1,1,0,56.0,[140],[160]
1528,1851,1852,6,-9,5,1,1,1,0,294.5,[140],[160]
1529,1891,1891,0,0,3,0,1,1,0,61.0,[2],[41]
1530,1888,1888,0,0,4,1,1,1,0,66.0,[41],[2]
1531,1882,1882,0,0,2,0,1,1,0,1.0,[2],[41]
1532,1869,1869,0,0,3,0,1,1,0,15.5,[2],[41]
1533,1876,1876,6,-9,5,1,1,1,0,71.0,[90],[92]
1534,1890,1890,2,-9,4,1,1,1,0,64.0,[90],[92]
1535,1885,1885,6,-9,5,1,1,3,0,47.0,[90],[70  2 92]
1540,1840,1841,0,0,3,1,1,1,0,59.0,[230],[235]
1541,1893,1893,0,0,4,1,1,1,0,15.5,[70],[2]
1542,1886,1886,0,0,4,0,1,1,0,56.0,[70],[2]
1543,1880,1880,0,0,3,0,1,1,0,15.0,[2],[70]
1544,1876,1878,-9,-9,4,1,1,1,0,827.0,[2],[70]
1545,1875,1875,0,0,3,0,1,1,0,84.0,[2],[70]
1547,1873,1873,0,0,3,0,1,1,0,42.0,[2],[70]
1548,1859,1860,0,0,3,0,1,1,0,45.0,[2],[70]
1549,1860,1860,-9,-9,4,1,1,1,0,19.0,[2],[70]
1550,1855,1855,-9,-9,4,1,1,1,0,16.0,[2],[70]
1551,1850,1851,0,0,2,0,1,1,0,71.5,[2],[70]
1552,1843,1848,6,-9,5,1,1,1,0,1625.0,[2],[70]
1553,1838,1838,0,0,4,0,1,1,0,15.5,[70],[2]
1554,1836,1837,0,0,4,1,1,1,0,152.0,[70],[2]
1555,1836,1836,0,0,4,0,1,1,0,104.0,[2],[70]
1556,1839,1839,0,0,4,1,1,1,0,16.0,[2],[70]
1557,1898,1898,6,-9,5,1,1,1,0,222.0,[2],[230]
1563,1864,1865,0,0,4,1,1,2,0,298.0,[230],[135 155]
1564,1855,1855,0,0,4,1,1,1,0,3.0,[230],[2]
1565,1854,1854,0,0,4,1,1,1,0,40.0,[230],[2]
1566,1850,1850,0,0,4,1,1,1,0,184.5,[230],[2]
1567,1818,1818,-9,-9,4,1,1,1,0,77.0,[2],[230]
1569,1896,1897,6,-9,5,1,1,1,0,155.0,[350],[640]
1571,1882,1882,-9,-9,4,1,1,1,0,31.5,[640],[350]
1573,1878,1878,0,0,4,1,1,1,0,51.0,[350],[640]
1574,1877,1877,0,0,3,0,1,1,0,91.5,[350],[640]
1575,1868,1869,0,0,4,1,1,1,0,80.0,[350],[640]
1576,1866,1866,0,0,3,0,1,1,0,16.0,[350],[640]
1579,1829,1829,-9,-9,4,1,1,1,0,2.0,[350],[640]
1580,1859,1860,6,-9,5,1,1,1,0,162.0,[230],[600]
1581,1893,1894,0,0,4,0,1,1,0,122.0,[230],[600]
1586,1846,1846,0,0,4,1,1,1,0,182.0,[160],[150]
1587,1850,1850,0,0,4,1,1,1,0,29.5,[140],[150]
1588,1855,1855,0,0,4,1,1,1,0,65.0,[140],[150]
1589,1862,1862,0,0,3,1,1,1,0,31.5,[140],[150]
1590,1863,1870,6,-9,5,1,1,2,0,2390.0,[150],[140 160]
1593,1858,1860,2,-9,4,1,1,1,0,620.0,[135],[130]
1594,1859,1859,0,0,4,0,1,1,0,62.0,[135],[230]
1595,1862,1863,0,0,3,0,1,2,0,185.0,[230],[135 155]
1596,1893,1894,0,0,4,1,1,1,0,130.5,[135],[130]
1597,1899,1899,0,0,4,0,1,1,0,184.5,[135],[100]
1598,1912,1912,0,0,3,0,1,1,0,89.0,[135],[100]
1599,1889,1889,0,0,3,0,1,1,0,11.0,[2],[41]
1600,1866,1866,0,0,3,0,1,1,0,16.0,[145],[160]
1601,1887,1888,0,0,4,0,1,1,0,53.0,[150],[145]
1603,1949,1949,0,0,4,1,1,1,0,88.0,[652],[660]
1605,1970,1970,0,0,4,0,1,1,0,71.0,[800],[811]
1608,1965,1965,1,-9,4,1,1,1,0,36.0,[155],[160]
1609,1967,1968,0,0,4,1,1,1,0,264.0,[155],[160]
1610,1968,1968,-9,-9,4,1,1,1,0,62.5,[811],[800]
1612,1972,1973,1,-9,4,1,1,2,0,109.0,[645],[670 690]
1613,1975,1975,0,0,4,0,1,1,0,91.0,[645],[690]
1614,1941,1941,0,0,4,0,1,3,0,1.0,[93],[360 355 310]
1622,1826,1826,0,0,2,0,1,1,0,1.0,[200],[140]
1623,1836,1837,0,0,4,0,1,1,0,374.0,[100],[200]
1625,1845,1846,0,0,4,0,1,1,0,347.0,[200],[140]
1627,1849,1852,-9,-9,4,1,1,1,0,1050.5,[200],[140]
1628,1858,1858,0,0,4,0,2,1,0,104.0,[220 200],[101]
1629,1859,1859,0,0,4,0,1,1,0,2.0,[200],[150]
1630,1859,1859,0,0,4,0,1,1,0,16.0,[101],[200]
1631,1860,1860,0,0,2,0,1,3,0,1.0,[2],[230 220 200]
1632,1872,1872,0,0,4,0,1,1,0,2.0,[255],[41]
1633,1876,1876,0,0,4,1,1,1,0,98.0,[155],[160]
1635,1877,1877,0,0,3,1,1,1,0,126.5,[300],[325]
1637,1881,1881,0,0,3,1,1,2,0,182.0,[200],[  2 101]
1639,1886,1887,0,0,4,1,1,1,0,182.5,[200],[101]
1642,1890,1891,0,0,3,1,1,1,0,162.0,[325],[200]
1643,1891,1891,0,0,3,0,2,1,0,143.0,[200 220],[155]
1644,1895,1895,0,0,3,1,1,2,0,61.0,[220],[ 2 42]
1645,1895,1895,0,0,4,0,1,1,0,182.0,[200],[140]
1646,1895,1895,0,0,3,0,1,1,0,15.0,[220],[140]
1647,1896,1896,-9,-9,4,1,1,1,0,184.5,[220],[140]
1648,1896,1896,0,0,3,0,1,1,0,1.0,[255],[41]
1649,1897,1897,0,0,2,0,1,1,0,1.0,[200],[235]
1650,1905,1906,0,0,3,0,1,1,0,234.0,[2],[710]
1653,1911,1912,0,0,4,1,1,1,0,401.0,[2],[70]
1654,1914,1914,0,0,4,0,1,1,0,31.5,[200],[210]
1656,1915,1918,0,0,4,0,1,1,0,1362.0,[255],[385]
1660,1917,1917,0,0,4,0,2,1,0,91.5,[200   2],[380]
1661,1914,1918,0,0,4,0,1,1,0,1423.0,[255],[210]
1665,1921,1921,0,0,2,0,1,1,0,1.0,[2],[40]
1666,1921,1921,0,0,3,0,1,1,0,16.0,[2],[92]
1668,1922,1923,0,0,4,0,1,1,0,305.0,[365],[710]
1669,1923,1923,0,0,4,0,1,1,0,182.0,[325],[530]
1670,1925,1926,0,0,3,0,1,1,0,35.0,[220],[325]
1671,1926,1927,0,0,3,0,1,1,0,46.0,[220],[325]
1672,1927,1927,0,0,3,0,1,3,0,4.0,[325],[200 220 230]
1674,1927,1927,0,0,4,1,1,1,0,82.0,[710],[365]
1677,1933,1934,0,0,4,1,1,1,0,185.0,[2],[40]
1683,1883,1884,0,0,4,1,1,1,0,318.0,[41],[200]
1684,1939,1940,0,0,3,0,1,1,0,192.0,[325],[255]
1685,1939,1939,-9,-9,4,1,1,1,0,6.0,[366],[290]
1686,1939,1939,0,0,3,0,1,1,0,18.5,[225],[255]
1693,1942,1942,0,0,4,0,1,1,0,22.0,[255],[160]
1694,1942,1945,-9,-9,4,1,1,2,0,1300.0,[800],[900 200]
1695,1944,1944,0,0,4,0,1,1,0,34.0,[255],[310]
1698,1947,1947,0,0,4,0,2,1,0,48.0,[155 160],[200]
1701,1952,1952,0,0,4,1,1,1,0,93.0,[365],[380]
1702,1952,1952,0,0,4,0,1,1,0,76.0,[130],[2]
1703,1952,1952,1,-9,4,1,4,1,0,119.0,[310 365 360 355],[345]
1706,1957,1958,2,-9,4,1,1,1,0,383.0,[220],[616]
1707,1958,1958,0,0,4,1,1,1,0,123.0,[710],[750]
1708,1959,1959,-9,-9,4,1,1,1,0,110.0,[710],[775]
1709,1959,1959,1,-9,4,1,1,1,0,3.0,[732],[365]
1710,1960,1960,-9,-9,4,1,1,1,0,1.0,[710],[732]
1711,1960,1960,2,-9,4,1,1,1,0,74.0,[220],[616]
1713,1966,1966,0,0,4,0,1,1,0,162.0,[710],[210]
1714,1866,1866,0,0,3,0,1,1,0,5.0,[2],[230]
1715,1967,1967,1,-9,4,1,1,1,0,146.0,[710],[750]
1717,1969,1969,-9,-9,3,1,1,1,0,158.0,[200],[230]
1718,1971,1971,0,0,3,0,3,1,0,7.0,[310 315 365],[360]
1720,1976,1976,0,0,4,0,1,1,0,15.0,[345],[339]
1723,1919,1920,-9,-9,4,1,1,1,0,508.0,[375],[365]
1724,1917,1917,0,0,4,0,1,1,0,80.0,[255],[160]
1725,1914,1915,0,0,4,0,1,1,0,336.5,[255],[160]
1726,1916,1916,0,0,4,0,1,1,0,16.0,[220],[160]
1732,1915,1915,0,0,4,0,1,1,0,184.5,[200],[380]
1733,1932,1932,0,0,4,0,1,1,0,4.0,[20],[92]
1734,1911,1911,0,0,3,0,1,1,0,1.0,[2],[90]
1735,1825,1825,2,-9,4,1,1,1,0,2.0,[325],[640]
1736,1924,1924,0,0,3,0,1,1,0,184.5,[325],[640]
1739,1888,1888,0,0,3,0,1,1,0,16.0,[350],[640]
1740,1839,1842,0,0,4,0,1,1,0,1067.0,[200],[140]
1743,1857,1858,0,0,4,1,1,1,0,331.0,[235],[220]
1746,1960,1960,0,0,4,0,1,1,0,1.0,[220],[600]
1749,1940,1940,0,0,4,0,1,1,0,3.0,[200],[740]
1750,1876,1876,0,0,3,0,1,1,0,25.0,[200],[640]
1752,1826,1826,0,0,3,0,1,1,0,1.0,[220],[140]
1753,1833,1833,0,0,4,1,1,1,0,100.0,[100],[220]
1755,1852,1852,0,0,3,0,1,1,0,31.5,[2],[135]
1757,1856,1857,0,0,3,0,1,1,0,93.0,[200],[100]
1762,1862,1863,0,0,4,1,1,1,0,204.5,[140],[200]
1763,1880,1880,0,0,4,1,1,1,0,215.0,[160],[200]
1764,1885,1886,0,0,4,1,1,1,0,313.0,[325],[100]
1771,1911,1911,0,0,3,0,1,1,0,2.0,[255],[385]
1772,1911,1911,0,0,4,0,1,1,0,1.0,[325],[200]
1773,1914,1915,2,-9,4,1,1,1,0,191.5,[235],[255]
1774,1914,1918,0,0,4,1,1,1,0,1474.0,[255],[380]
1775,1915,1915,0,0,3,1,1,1,0,45.0,[2],[70]
1777,1918,1919,2,-9,4,1,1,1,0,460.5,[740],[710]
1778,1920,1920,-9,-9,4,0,1,1,0,53.0,[325],[339]
1779,1922,1922,0,0,3,1,1,1,0,120.0,[700],[365]
1780,1923,1923,0,0,3,0,1,1,0,32.0,[325],[345]
1781,1925,1926,-9,-9,4,1,1,1,0,73.0,[365],[700]
1783,1940,1940,0,0,4,1,1,1,0,106.0,[225],[255]
1785,1941,1941,-9,-9,4,1,1,1,0,129.0,[740],[800]
1788,1943,1943,0,0,3,1,1,1,0,6.0,[225],[255]
1790,1944,1945,-9,-9,4,1,1,1,0,200.0,[255],[310]
1792,1946,1946,3,-9,4,1,1,1,0,236.5,[220],[800]
1793,1948,1948,6,-9,5,1,5,1,0,171.0,[660 652 651 645 663],[666]
1796,1959,1959,1,-9,4,1,1,1,0,188.0,[220],[616]
1797,1960,1960,-9,-9,4,1,1,1,0,34.0,[710],[790]
1799,1961,1961,0,0,4,0,1,1,0,243.5,[365],[740]
1800,1865,1866,0,0,3,0,1,1,0,196.0,[2],[220]
1801,1961,1961,0,0,3,0,1,1,0,208.0,[2],[42]
1803,1963,1963,0,0,4,0,1,1,0,18.0,[130],[2]
1804,1965,1966,0,0,3,1,1,2,0,286.0,[552],[551 200]
1805,1967,1967,0,0,4,0,1,1,0,37.5,[130],[2]
1806,1968,1969,-9,-9,4,1,2,2,0,467.0,[  2 817],[710 811]
1807,1968,1969,0,0,4,0,1,1,0,142.0,[452],[365]
1808,1973,1973,0,0,3,1,1,2,0,1.0,[165],[160 385]
1809,1975,1975,0,0,4,0,1,1,0,3.0,[501],[500]
1810,1919,1919,0,0,3,0,1,1,0,36.0,[740],[710]
1825,1937,1937,-9,-9,4,0,1,2,0,1.0,[740],[  2 200]
1900,1961,1961,0,0,4,0,1,1,0,1.0,[390],[200]
2000,1953,1953,2,-9,4,1,1,1,0,136.0,[850],[210]
2001,1953,1953,3,-9,4,1,1,1,0,40.0,[713],[775]
2002,1960,1960,0,0,3,0,1,1,0,1.0,[2],[710]
2005,1903,1903,0,0,2,0,1,1,0,1.0,[2],[140]
2006,1949,1950,0,0,4,0,1,1,0,149.0,[713],[2]
2007,1949,1949,0,0,4,1,1,1,0,30.0,[713],[200]
2008,1950,1950,0,0,4,1,1,1,0,41.0,[713],[200]
2009,1950,1950,0,0,4,1,1,1,0,8.0,[200],[710]
2010,1950,1950,1,-9,4,1,1,1,0,1.0,[220],[710]
2012,1850,1851,0,0,4,1,1,1,0,32.0,[160],[150]
2013,1838,1838,0,0,4,0,1,1,0,16.0,[140],[200]
2014,1864,1864,0,0,2,0,1,1,0,1.0,[2],[230]
2017,1970,1970,0,0,3,0,1,1,0,25.0,[800],[812]
2018,1953,1953,0,0,4,1,1,1,0,13.0,[775],[800]
2020,1948,1948,0,0,4,0,1,1,0,93.0,[220],[800]
2021,1949,1949,0,0,3,0,1,1,0,1.0,[220],[710]
2022,1952,1952,0,0,3,0,1,1,0,22.0,[800],[220]
2023,1954,1954,0,0,4,1,1,1,0,9.0,[800],[775]
2024,1955,1955,0,0,4,1,1,1,0,27.0,[800],[775]
2025,1957,1957,0,0,3,0,1,1,0,1.0,[750],[775]
2028,1960,1960,0,0,4,1,1,1,0,55.0,[812],[800]
2029,1960,1961,0,0,3,1,1,1,0,11.0,[812],[816]
2031,1964,1964,0,0,4,1,1,1,0,30.0,[800],[812]
2032,1955,1955,0,0,4,1,1,1,0,1.0,[710],[2]
2033,1954,1954,-9,-9,4,1,1,1,0,5.0,[2],[710]
2034,1954,1954,0,0,4,0,1,1,0,1.0,[710],[200]
2035,1953,1953,0,0,3,0,1,1,0,33.0,[2],[710]
2036,1953,1953,0,0,4,0,1,1,0,23.0,[713],[365]
2037,1955,1955,0,0,4,0,1,1,0,1.0,[713],[200]
2038,1958,1958,0,0,3,0,1,1,0,1.0,[710],[200]
2040,1920,1920,0,0,3,0,1,1,0,14.5,[91],[93]
2042,1957,1957,0,0,3,0,1,1,0,52.0,[94],[93]
2043,1866,1866,0,0,3,0,1,1,0,1.0,[2],[140]
2044,1875,1876,0,0,3,1,1,1,0,259.0,[160],[140]
2045,1876,1876,0,0,3,0,1,1,0,8.5,[325],[92]
2046,1890,1890,0,0,3,0,1,1,0,30.0,[230],[90]
2047,1911,1911,0,0,4,1,1,1,0,19.5,[150],[160]
2049,1957,1957,-9,-9,4,1,2,1,0,2.0,[713   2],[710]
2050,1932,1933,0,0,3,0,1,2,0,259.0,[140],[100 135]
2051,1932,1932,0,0,2,0,1,2,0,1.0,[130],[135 100]
2052,1951,1952,1,-9,4,1,1,2,0,609.0,[710],[713   2]
2053,1979,1982,-9,-9,4,1,1,2,0,1116.0,[700],[770 365]
2054,1983,1987,-9,-9,4,1,1,2,0,1321.0,[700],[770 365]
2055,1842,1843,0,0,3,0,2,1,0,62.5,[220 200],[160]
2056,1936,1936,1,-9,4,0,1,1,0,1.0,[365],[255]
2059,1971,1971,0,0,3,0,1,1,0,1.0,[355],[345]
2066,1965,1965,0,0,4,1,1,1,0,1.0,[520],[530]
2067,1966,1966,1,-9,4,1,1,1,0,86.0,[520],[530]
2068,1973,1973,0,0,3,1,1,1,0,38.5,[520],[530]
2069,1977,1978,6,-9,5,1,1,2,0,386.0,[520],[ 40 530]
