dispnum,styear,endyear,fatality,fatalpre,hostlev,recip,numa,numb,ongo2014,meandur,acountries,bcountries
4280,2001,2001,1,1,4,1,1,1,0,103.0,[710],[2]
4281,2001,2001,0,0,3,1,1,2,0,143.0,[710],[713   2]
4282,2001,2004,1,17,4,1,1,1,0,1258.0,[731],[732]
4283,2001,2001,6,-9,5,1,15,1,0,62.0,[365  20 704 702 235 210 255 900 200 230 770   2 640 350 220],[700]
4284,2001,2001,0,0,3,0,1,1,0,1.0,[482],[483]
4285,1994,1994,1,13,4,0,1,1,0,1.0,[371],[630]
4286,1993,1993,0,0,4,0,1,1,0,11.5,[625],[651]
4287,1994,1994,0,0,4,0,1,1,0,6.5,[625],[651]
4288,1996,1996,-9,-9,4,0,1,1,0,16.0,[651],[625]
4289,1999,1999,0,0,4,1,1,1,0,1.0,[640],[630]
4290,2001,2001,0,0,3,0,1,1,0,2.0,[640],[630]
4291,1998,1998,0,0,3,0,1,1,0,50.0,[640],[652]
4292,1999,1999,0,0,4,0,1,1,0,1.0,[630],[645]
4293,1995,1995,0,0,3,0,1,1,0,2.0,[694],[670]
4295,2000,2000,0,0,4,0,1,2,0,68.0,[345],[ 20 200]
4296,2001,2001,0,0,4,0,1,1,0,1.0,[900],[385]
4297,1996,1996,0,0,4,0,1,1,0,51.0,[365],[740]
4298,2000,2000,0,0,4,1,1,2,0,56.0,[345],[  2 344]
4299,1993,1993,-9,-9,4,0,1,1,0,3.0,[2],[645]
4300,2001,2001,0,0,4,1,1,1,0,130.0,[438],[451]
4301,2001,2001,0,0,4,0,1,1,0,16.0,[451],[450]
4302,1999,1999,0,0,3,0,1,1,0,36.0,[438],[450]
4303,2001,2001,1,10,4,1,1,1,0,319.0,[540],[551]
4304,1997,1997,0,0,3,0,1,1,0,3.0,[625],[500]
4305,2001,2001,0,0,3,0,1,1,0,1.0,[500],[625]
4306,2001,2001,0,0,4,0,1,1,0,6.0,[482],[471]
4307,1994,1994,0,0,4,0,1,1,0,155.5,[490],[551]
4308,1993,1993,1,6,4,1,1,1,0,1.0,[436],[432]
4309,1996,1996,0,0,4,0,1,1,0,43.5,[438],[437]
4310,2001,2001,0,0,3,0,1,1,0,219.0,[500],[517]
4312,2000,2000,0,0,4,0,1,1,0,3.0,[475],[434]
4313,2001,2001,0,0,3,0,1,1,0,2.0,[750],[771]
4314,2001,2001,2,-9,4,1,1,1,0,79.0,[775],[800]
4315,1997,1997,0,0,3,0,1,1,0,6.5,[652],[640]
4317,2001,2001,0,0,3,1,1,1,0,147.0,[630],[373]
4318,1995,1996,-9,-9,4,1,1,1,0,353.0,[371],[373]
4319,1996,1997,2,-9,4,1,1,1,0,151.0,[371],[373]
4320,2000,2003,0,0,3,1,1,1,0,868.0,[350],[640]
4321,1998,1998,0,0,4,0,1,1,0,6.0,[385],[365]
4322,1999,1999,0,0,3,0,1,1,0,4.0,[740],[731]
4323,1997,1997,0,0,3,0,1,1,0,18.0,[640],[350]
4324,2000,2001,0,0,4,0,1,1,0,176.0,[640],[645]
4325,2001,2003,1,19,4,0,1,1,0,680.0,[640],[645]
4328,1998,1998,0,0,3,0,1,1,0,15.5,[816],[710]
4329,1998,1998,0,0,3,0,1,1,0,16.0,[840],[816]
4330,1999,1999,0,0,4,0,1,1,0,1.0,[816],[840]
4331,1994,1994,0,0,3,0,1,1,0,13.0,[713],[816]
4332,1994,1994,0,0,3,0,1,1,0,4.0,[310],[345]
4333,1994,1994,0,0,3,0,1,1,0,16.0,[345],[346]
4334,1999,1999,0,0,3,0,1,1,0,1.0,[200],[365]
4335,1999,1999,0,0,3,0,1,1,0,1.0,[385],[365]
4337,1997,1997,0,0,3,0,1,1,0,6.5,[630],[640]
4338,1999,1999,0,0,4,0,1,1,0,12.0,[373],[365]
4339,1998,2001,6,-9,5,1,2,5,0,1023.0,[565 490 483 552 540],[517 500]
4340,1993,1993,1,1,4,1,1,1,0,28.0,[345],[344]
4341,1993,1994,4,-9,4,1,1,1,0,271.0,[344],[346]
4342,1999,1999,0,0,3,0,1,13,0,12.0,[365],[  2  20 210 235 385 390 220 255 211 640 200 230 325]
4343,2000,2000,0,0,3,0,1,38,0,5.0,[345],"[369 200 355 325 211 349 317 255 385 366 696 368 220 160 373 210 350 235
 372 305 225 310 390   2 375 316  20 365 395 205 230 380 290 212 600 663
 640]"
4344,1999,1999,0,0,3,0,1,1,0,8.5,[365],[640]
4345,2002,2002,-9,-9,4,0,1,1,0,355.0,[530],[520]
4346,2002,2002,0,0,4,0,1,1,0,13.0,[530],[501]
4347,2002,2002,-9,-9,4,0,1,1,0,188.0,[517],[490]
4348,2002,2002,0,0,4,1,1,1,0,128.0,[451],[450]
4349,2002,2002,-9,-9,4,0,1,1,0,214.0,[625],[531]
4350,2002,2002,1,1,4,0,1,1,0,1.0,[500],[501]
4351,2002,2002,0,0,3,0,1,1,0,1.0,[433],[420]
4352,2002,2002,0,0,4,1,1,1,0,8.0,[600],[230]
4353,2002,2002,0,0,3,0,1,1,0,1.0,[510],[516]
4354,2002,2002,0,0,2,0,1,1,0,1.0,[200],[552]
4355,2002,2002,0,0,4,0,1,1,0,1.0,[530],[531]
4356,2002,2003,0,0,4,1,1,2,0,392.0,[517],[500 490]
4357,2002,2002,0,0,4,0,1,1,0,1.0,[540],[490]
4358,2002,2003,0,0,4,0,1,1,0,52.0,[450],[437]
4359,2002,2003,0,0,4,0,1,1,0,183.0,[620],[490]
4360,2003,2003,0,0,4,0,1,1,0,6.0,[625],[365]
4361,2003,2003,0,0,3,0,1,1,0,1.0,[615],[432]
4362,2003,2003,1,1,4,1,1,1,0,27.0,[530],[531]
4363,2003,2003,0,0,4,0,1,1,0,1.0,[530],[501]
4364,2003,2003,0,0,3,0,1,1,0,1.0,[432],[435]
4365,2004,2004,0,0,3,0,1,1,0,1.0,[517],[516]
4366,2004,2004,0,0,4,1,2,1,0,238.0,[516 517],[490]
4367,2004,2005,1,1,4,1,1,2,0,277.0,[625],[483 220]
4368,2004,2004,0,0,3,0,1,1,0,1.0,[551],[490]
4369,2004,2004,0,0,3,1,1,1,0,1.0,[501],[530]
4370,2004,2005,0,0,4,0,1,1,0,183.0,[531],[625]
4371,2004,2005,1,9,4,1,1,2,0,182.0,[437],[220   2]
4372,2004,2004,1,-9,4,1,1,1,0,3.0,[500],[517]
4373,2005,2005,0,0,3,0,1,1,0,73.0,[501],[520]
4374,2005,2005,0,0,4,1,1,1,0,49.0,[530],[501]
4375,2005,2005,0,0,3,1,1,1,0,36.0,[530],[531]
4376,2005,2005,0,0,3,0,1,1,0,1.0,[530],[520]
4377,2005,2005,0,0,3,0,1,1,0,1.0,[540],[490]
4378,2005,2005,0,0,4,0,1,1,0,1.0,[461],[452]
4379,2005,2005,0,0,4,0,1,1,0,1.0,[531],[679]
4380,2005,2005,1,1,4,0,1,1,0,1.0,[471],[475]
4381,2005,2005,0,0,2,0,1,1,0,1.0,[500],[490]
4382,2005,2005,0,0,3,0,1,1,0,1.0,[220],[437]
4383,2005,2005,0,0,3,0,1,1,0,1.0,[530],[531]
4384,2005,2006,0,0,4,1,1,1,0,286.0,[483],[625]
4385,2006,2006,1,-9,4,1,1,1,0,4.0,[530],[501]
4386,2006,2006,1,1,4,0,1,1,0,1.0,[500],[490]
4387,2006,2007,0,0,4,0,1,1,0,218.0,[530],[520]
4388,2006,2006,0,0,3,0,1,1,0,1.0,[517],[516]
4389,2006,2006,0,0,3,0,1,1,0,1.0,[531],[530]
4390,2006,2007,2,-9,4,1,1,1,0,174.0,[483],[625]
4391,2006,2006,0,0,3,0,1,1,0,1.0,[501],[520]
4392,2007,2007,1,3,4,1,1,1,0,145.0,[500],[490]
4393,2007,2008,0,0,4,1,1,1,0,183.0,[490],[516]
4394,2007,2007,0,0,4,0,1,1,0,1.0,[530],[531]
4395,2007,2008,0,0,4,1,1,1,0,199.0,[483],[625]
4396,2008,2008,1,1,4,0,1,1,0,1.0,[520],[530]
4397,2008,2008,0,0,4,0,1,1,0,1.0,[2],[520]
4398,2008,2008,1,-9,4,0,1,1,0,184.0,[531],[522]
4399,2008,2008,0,0,4,1,1,1,0,61.0,[625],[530]
4400,2008,2008,0,0,3,0,1,1,0,1.0,[501],[520]
4401,2008,2010,0,0,4,0,1,1,0,655.0,[530],[520]
4402,2009,2009,0,0,4,0,1,1,0,182.0,[540],[490]
4403,2009,2009,1,-9,4,0,1,1,0,62.0,[483],[625]
4404,2009,2009,0,0,3,0,1,1,0,86.0,[501],[520]
4405,2010,2010,1,-9,4,1,1,1,0,1.0,[530],[531]
4406,2010,2010,0,0,3,0,1,1,0,1.0,[517],[500]
4407,2010,2010,0,0,4,1,1,1,0,125.0,[531],[679]
4408,2010,2010,1,3,4,0,1,1,0,125.0,[500],[501]
4409,2002,2002,0,0,3,1,1,1,0,1.0,[630],[373]
4410,2002,2002,0,0,3,0,1,2,0,2.0,[640],[352 350]
4411,2002,2002,0,0,3,0,1,1,0,1.0,[365],[373]
4412,2002,2002,0,0,4,0,1,1,0,1.0,[343],[339]
4413,2002,2002,0,0,3,0,1,1,0,1.0,[344],[349]
4414,2002,2014,-9,-9,4,1,1,1,1,4528.0,[371],[373]
4415,2002,2002,0,0,3,0,1,1,0,1.0,[640],[350]
4416,2003,2003,0,0,3,0,1,1,0,1.0,[365],[372]
4417,2003,2003,0,0,3,0,1,1,0,1.0,[390],[365]
4418,2003,2003,0,0,3,1,1,1,0,1.0,[630],[373]
4419,2003,2004,0,0,3,0,1,1,0,185.0,[359],[369]
4420,2003,2003,0,0,3,0,1,1,0,1.0,[365],[372]
4421,2004,2004,0,0,4,1,1,1,0,1.0,[704],[702]
4422,2004,2004,0,0,4,1,1,1,0,127.0,[372],[365]
4423,2004,2005,0,0,3,1,1,1,0,161.0,[640],[350]
4424,2005,2006,0,0,4,1,1,1,0,557.0,[365],[372]
4425,2005,2005,0,0,3,1,1,1,0,1.0,[365],[369]
4426,2005,2005,0,0,4,1,1,1,0,76.0,[702],[703]
4427,2005,2005,0,0,3,0,1,1,0,174.0,[702],[704]
4428,2005,2005,0,0,3,0,1,1,0,1.0,[703],[704]
4429,2005,2005,0,0,4,0,1,1,0,183.0,[385],[365]
4430,2005,2005,0,0,3,0,1,1,0,1.0,[703],[704]
4431,2006,2006,0,0,3,1,1,1,0,147.0,[350],[640]
4432,2006,2006,0,0,4,0,1,1,0,89.0,[703],[704]
4433,2006,2006,1,1,4,1,1,1,0,73.0,[702],[704]
4434,2006,2006,0,0,4,0,1,1,0,1.0,[371],[640]
4435,2007,2007,0,0,3,1,1,1,0,74.0,[640],[350]
4436,2007,2010,3,-9,4,1,1,1,0,1146.0,[365],[372]
4437,2007,2008,0,0,3,0,1,1,0,52.0,[365],[375]
4438,2008,2008,0,0,3,0,1,1,0,1.0,[365],[369]
4439,2008,2008,0,0,4,0,1,1,0,1.0,[355],[640]
4440,2008,2008,0,0,3,0,1,1,0,1.0,[365],[385]
4441,2009,2009,0,0,3,0,1,1,0,1.0,[369],[359]
4442,2010,2010,0,0,4,1,1,1,0,147.0,[703],[704]
4443,2010,2010,0,0,3,0,1,1,0,1.0,[640],[350]
4444,2002,2002,0,0,3,0,1,1,0,203.0,[713],[710]
4445,2002,2002,0,0,3,0,1,1,0,1.0,[710],[740]
4446,2002,2002,0,0,3,0,1,1,0,6.0,[710],[816]
4447,2002,2002,0,0,3,0,1,1,0,1.0,[710],[732]
4448,2002,2002,0,0,4,0,1,1,0,185.0,[840],[710]
4449,2002,2002,0,0,3,0,1,1,0,1.0,[740],[731]
4450,2002,2002,0,0,3,0,1,1,0,1.0,[710],[2]
4451,2002,2002,0,0,4,0,2,1,0,2.0,[  2 230],[731]
4452,2003,2003,0,0,4,0,1,1,0,1.0,[850],[910]
4453,2003,2003,0,0,4,0,1,1,0,1.0,[850],[840]
4454,2003,2003,0,0,3,0,1,1,0,1.0,[740],[713]
4455,2003,2003,0,0,3,1,1,1,0,215.0,[2],[731]
4456,2003,2003,0,0,4,0,1,1,0,97.0,[740],[731]
4457,2003,2004,0,0,4,0,1,1,0,460.0,[740],[710]
4458,2003,2003,0,0,3,0,1,1,0,1.0,[710],[750]
4459,2003,2003,0,0,4,0,1,1,0,185.0,[230],[732]
4460,2003,2003,0,0,3,0,1,1,0,1.0,[2],[850]
4461,2003,2003,0,0,3,0,1,1,0,1.0,[713],[840]
4462,2003,2004,0,0,3,1,1,1,0,273.0,[713],[710]
4463,2003,2003,0,0,3,0,1,1,0,1.0,[710],[731]
4464,2003,2003,0,0,4,0,1,1,0,1.0,[816],[710]
4465,2004,2004,0,0,3,0,1,1,0,215.0,[2],[731]
4466,2004,2004,0,0,3,0,1,1,0,1.0,[710],[731]
4467,2004,2004,0,0,3,1,1,1,0,1.0,[710],[740]
4468,2005,2005,0,0,3,1,1,1,0,122.0,[740],[732]
4469,2005,2005,0,0,2,0,1,1,0,1.0,[713],[710]
4470,2005,2005,0,0,3,0,1,1,0,26.0,[713],[740]
4471,2005,2005,0,0,4,0,1,1,0,185.0,[850],[344]
4472,2005,2005,0,0,3,0,1,1,0,64.0,[710],[740]
4473,2005,2005,0,0,4,0,1,1,0,17.0,[731],[732]
4474,2005,2006,0,0,4,0,1,1,0,182.5,[710],[760]
4475,2006,2006,0,0,3,1,1,1,0,1.0,[365],[740]
4476,2006,2006,0,0,3,0,1,1,0,1.0,[732],[740]
4477,2006,2006,0,0,4,0,1,1,0,1.0,[365],[740]
4478,2007,2007,0,0,3,0,1,2,0,30.0,[710],[713 740]
4479,2007,2007,0,0,2,0,1,1,0,1.0,[731],[732]
4480,2008,2008,0,0,3,1,1,1,0,1.0,[365],[740]
4481,2008,2008,0,0,3,0,1,1,0,48.0,[731],[732]
4482,2008,2008,0,0,3,0,1,1,0,1.0,[713],[740]
4483,2009,2013,2,48,4,1,2,1,0,1627.0,[  2 732],[731]
4484,2009,2009,0,0,4,0,1,1,0,1.0,[365],[740]
4485,2009,2009,0,0,4,0,1,1,0,1.0,[365],[710]
4486,2009,2009,0,0,3,1,1,1,0,11.0,[710],[2]
4487,2009,2009,0,0,3,0,1,1,0,1.0,[750],[710]
4488,2010,2010,0,0,4,0,1,1,0,198.0,[710],[816]
4489,2010,2010,0,0,3,0,1,1,0,1.0,[710],[740]
4490,2010,2010,0,0,4,0,1,1,0,1.0,[731],[710]
4491,2010,2014,0,0,4,1,1,1,1,1576.0,[740],[710]
4492,2010,2010,0,0,3,0,1,1,0,1.0,[740],[713]
4493,2010,2010,0,0,3,0,1,1,0,1.0,[732],[710]
4494,2002,2002,0,0,4,0,1,1,0,1.0,[160],[365]
4495,2003,2003,0,0,4,0,1,1,0,16.0,[101],[100]
4496,2003,2003,0,0,4,0,1,1,0,1.0,[140],[135]
4497,2004,2004,0,0,3,0,1,1,0,1.0,[42],[41]
4498,2005,2005,0,0,3,0,1,1,0,1.0,[130],[100]
4499,2006,2006,0,0,3,0,1,1,0,7.0,[100],[130]
4500,2006,2006,0,0,4,0,1,1,0,1.0,[101],[100]
4501,2007,2007,0,0,4,0,1,1,0,16.0,[100],[130]
4502,2008,2008,0,0,3,1,1,1,0,2.0,[100],[130]
4503,2008,2008,0,0,3,1,1,1,0,75.0,[101],[100]
4504,2009,2009,0,0,3,0,1,1,0,159.0,[130],[100]
4505,2009,2009,0,0,3,1,1,1,0,105.0,[100],[101]
4506,2010,2010,0,0,3,0,1,1,0,1.0,[2],[101]
4507,2010,2010,0,0,3,1,1,1,0,2.0,[100],[101]
4508,2010,2011,0,0,4,0,1,1,0,182.5,[93],[94]
4509,2002,2002,0,0,3,0,1,1,0,1.0,[670],[666]
4510,2002,2003,0,0,3,1,1,1,0,213.0,[630],[645]
4511,2003,2003,1,1,4,0,1,1,0,1.0,[666],[652]
4512,2003,2003,0,0,4,1,2,1,0,286.0,[  2 200],[630]
4513,2003,2003,0,0,3,0,1,1,0,23.0,[666],[645]
4514,2003,2003,1,-9,4,0,1,1,0,3.0,[630],[645]
4515,2003,2003,0,0,4,0,1,1,0,1.0,[666],[225]
4516,2003,2003,0,0,4,0,1,1,0,2.0,[2],[640]
4517,2003,2003,0,0,4,0,1,1,0,90.0,[666],[652]
4518,2004,2004,0,0,4,1,1,1,0,32.0,[2],[652]
4519,2004,2004,1,1,4,0,1,1,0,1.0,[630],[2]
4520,2004,2004,0,0,3,0,1,1,0,1.0,[640],[652]
4521,2004,2004,0,0,4,1,1,1,0,29.0,[696],[630]
4522,2004,2004,0,0,4,0,1,1,0,184.0,[694],[630]
4523,2004,2005,0,0,4,1,1,1,0,206.0,[630],[645]
4524,2004,2005,0,0,3,0,1,1,0,136.0,[2],[630]
4525,2004,2004,1,1,4,1,1,1,0,7.0,[640],[630]
4526,2004,2004,0,0,4,0,1,1,0,1.0,[666],[651]
4527,2005,2005,0,0,4,1,1,2,0,92.0,[652],[  2 645]
4528,2005,2005,0,0,3,0,1,1,0,1.0,[640],[645]
4529,2005,2005,1,20,4,0,1,1,0,5.0,[630],[645]
4530,2005,2006,0,0,4,1,1,1,0,182.0,[679],[670]
4531,2006,2006,1,2,4,0,1,1,0,1.0,[651],[666]
4532,2006,2006,0,0,4,1,1,1,0,34.0,[666],[652]
4533,2006,2009,1,-9,4,1,1,1,0,928.0,[666],[660]
4534,2006,2007,0,0,4,1,1,1,0,182.0,[645],[630]
4535,2007,2007,0,0,4,0,1,1,0,152.0,[2],[630]
4536,2007,2009,0,0,4,0,1,1,0,986.0,[630],[645]
4537,2007,2009,2,-9,4,0,1,1,0,730.0,[640],[645]
4538,2007,2007,0,0,4,0,1,1,0,2.0,[2],[630]
4539,2007,2007,0,0,4,1,1,1,0,1.0,[666],[652]
4540,2008,2008,0,0,4,0,1,1,0,1.0,[2],[652]
4541,2008,2008,0,0,2,0,1,1,0,1.0,[630],[2]
4542,2009,2009,0,0,4,0,1,1,0,1.0,[666],[220]
4543,2009,2009,0,0,4,1,1,2,0,1.0,[630],[  2 645]
4544,2009,2009,0,0,4,0,1,1,0,1.0,[666],[651]
4545,2009,2014,-9,-9,4,1,1,1,1,1937.0,[666],[660]
4546,2009,2010,0,0,4,0,1,1,0,43.0,[630],[645]
4547,2010,2010,1,-9,4,0,1,1,0,234.0,[630],[645]
4548,2010,2010,0,0,3,0,1,1,0,185.0,[666],[630]
4549,2004,2004,0,0,3,0,1,1,0,16.0,[390],[20]
4550,2005,2005,0,0,4,0,1,1,0,185.0,[20],[235]
4551,2005,2006,0,0,3,0,1,1,0,215.0,[20],[390]
4552,2002,2005,2,-9,4,1,2,1,0,1228.0,[770],[700   2]
4553,2002,2002,0,0,4,1,1,1,0,262.0,[775],[800]
4554,2002,2002,0,0,4,0,1,1,0,1.0,[771],[750]
4555,2002,2007,1,-9,4,1,1,1,0,1650.0,[750],[771]
4556,2003,2003,0,0,3,0,1,1,0,16.0,[820],[830]
4557,2003,2003,1,2,4,0,1,1,0,1.0,[775],[800]
4558,2003,2003,0,0,4,0,1,1,0,1.0,[775],[800]
4559,2004,2004,0,0,4,1,1,1,0,301.0,[820],[800]
4560,2004,2004,0,0,4,0,1,1,0,1.0,[850],[800]
4561,2004,2004,0,0,4,0,1,1,0,1.0,[750],[770]
4562,2004,2004,0,0,4,0,1,1,0,1.0,[775],[800]
4563,2004,2005,0,0,4,1,1,1,0,345.0,[790],[750]
4564,2004,2005,1,1,4,1,1,1,0,195.0,[775],[800]
4565,2004,2004,0,0,3,0,1,1,0,1.0,[750],[775]
4566,2005,2005,0,0,4,1,1,1,0,273.0,[750],[770]
4567,2005,2005,0,0,3,1,1,1,0,150.0,[820],[850]
4568,2005,2005,0,0,4,0,1,1,0,1.0,[2],[770]
4569,2005,2005,0,0,3,1,1,1,0,5.0,[811],[800]
4570,2005,2005,0,0,3,0,1,1,0,31.0,[820],[800]
4571,2005,2006,0,0,4,0,1,1,0,46.0,[2],[770]
4572,2006,2006,0,0,4,1,1,1,0,182.0,[820],[800]
4573,2006,2006,0,0,4,0,1,1,0,1.0,[770],[700]
4574,2006,2006,0,0,3,0,1,1,0,1.0,[800],[775]
4575,2006,2014,0,0,4,0,1,1,0,2980.0,[2],[770]
4576,2006,2007,1,12,4,1,1,1,0,149.0,[700],[770]
4577,2007,2007,1,1,4,0,1,1,0,37.0,[2],[770]
4578,2007,2007,1,2,4,1,1,1,0,207.0,[630],[700]
4579,2007,2007,1,1,4,0,1,1,0,1.0,[775],[800]
4580,2007,2007,0,0,3,0,1,1,0,1.0,[750],[710]
4581,2008,2009,0,0,4,1,1,1,0,409.0,[2],[770]
4582,2008,2008,0,0,4,1,1,1,0,10.0,[750],[771]
4583,2008,2008,0,0,4,1,1,1,0,12.0,[630],[700]
4584,2008,2009,2,-9,4,1,1,1,0,273.0,[700],[770]
4585,2008,2014,-9,-9,4,1,1,1,1,2423.0,[770],[750]
4586,2008,2008,0,0,3,0,1,1,0,1.0,[820],[850]
4587,2008,2008,0,0,4,0,1,1,0,108.0,[780],[750]
4588,2008,2011,-9,-9,4,1,1,1,0,1253.0,[800],[811]
4589,2008,2008,0,0,4,0,1,1,0,1.0,[850],[910]
4590,2008,2008,1,2,4,0,1,1,0,1.0,[771],[750]
4591,2008,2009,0,0,3,1,1,1,0,155.0,[771],[775]
4592,2008,2008,0,0,3,1,1,1,0,4.0,[750],[771]
4593,2009,2010,1,-9,4,1,1,1,0,492.0,[750],[771]
4594,2009,2009,1,1,4,1,1,1,0,1.0,[630],[700]
4595,2009,2009,0,0,4,0,1,1,0,1.0,[775],[800]
4596,2009,2009,0,0,3,1,1,1,0,83.0,[775],[771]
4597,2009,2009,0,0,3,0,1,1,0,1.0,[630],[770]
4598,2010,2012,-9,-9,4,1,1,1,1,646.0,[2],[770]
4599,2010,2010,0,0,4,1,1,1,0,53.0,[630],[700]
4601,2014,2014,0,0,3,1,1,1,1,160.0,[365],[2]
4602,2011,2012,0,0,3,0,1,1,0,20.0,[630],[2]
4603,2012,2013,0,0,4,0,1,1,0,132.0,[630],[2]
4604,2014,2014,0,0,4,0,1,1,1,150.0,[2],[700]
4605,2013,2013,0,0,3,0,1,1,0,1.0,[710],[2]
4606,2014,2014,0,0,3,0,1,1,1,1.0,[710],[2]
4607,2011,2011,0,0,4,0,1,1,0,1.0,[51],[91]
4608,2013,2013,0,0,4,0,1,1,0,4.0,[130],[95]
4609,2013,2013,0,0,4,0,1,1,0,4.0,[95],[731]
4610,2013,2013,0,0,3,1,1,1,0,1.0,[365],[100]
4611,2013,2013,0,0,4,0,1,1,0,9.0,[101],[110]
4612,2012,2012,0,0,3,0,1,1,0,1.0,[200],[160]
4613,2012,2012,0,0,4,0,1,1,0,79.0,[452],[160]
4614,2012,2012,0,0,3,0,1,1,0,1.0,[230],[200]
4615,2013,2013,0,0,3,1,1,1,0,49.0,[230],[200]
4616,2014,2014,0,0,3,0,1,1,0,1.0,[200],[230]
4617,2011,2011,-9,-9,4,1,1,1,0,8.0,[220],[437]
4618,2011,2011,0,0,4,0,1,1,0,3.0,[437],[220]
4619,2012,2012,0,0,4,1,1,1,0,110.0,[325],[750]
4620,2011,2011,0,0,3,0,1,1,0,1.0,[345],[347]
4621,2013,2013,0,0,4,0,1,1,0,6.0,[345],[347]
4622,2014,2014,0,0,4,0,1,2,0,20.0,[433],[404 365]
4624,2014,2014,0,0,4,1,1,1,1,125.0,[800],[811]
4625,2011,2011,0,0,3,1,1,1,0,134.0,[350],[640]
4626,2012,2012,0,0,3,0,1,1,0,1.0,[640],[350]
4627,2012,2014,0,0,3,1,1,1,1,811.0,[640],[350]
4628,2011,2011,0,0,3,1,1,2,0,18.0,[640],[666 352]
4629,2011,2011,0,0,4,0,1,1,0,82.0,[365],[372]
4630,2012,2012,0,0,3,0,1,1,0,37.0,[365],[372]
4631,2013,2014,0,0,3,0,1,1,1,410.0,[365],[372]
4632,2011,2013,0,0,4,0,1,1,0,555.0,[640],[645]
4633,2014,2014,0,0,4,0,1,1,0,1.0,[640],[645]
4634,2014,2014,0,0,4,0,1,1,1,4.0,[365],[368]
4636,2011,2014,-9,-9,4,1,2,1,1,1432.0,[700   2],[770]
4637,2013,2014,0,0,3,1,1,2,0,172.0,[640],[652 365]
4639,2013,2013,0,0,4,0,1,1,0,1.0,[705],[365]
4640,2012,2012,0,0,4,0,1,1,0,4.0,[365],[710]
4642,2011,2011,1,2,4,1,1,1,0,32.0,[630],[373]
4643,2013,2013,0,0,4,0,1,1,0,30.0,[438],[437]
4644,2011,2011,0,0,4,1,1,1,0,1.0,[482],[471]
4645,2013,2013,0,0,4,0,1,1,0,6.0,[540],[484]
4646,2013,2013,0,0,4,0,1,1,0,79.5,[500],[490]
4647,2012,2012,1,2,4,1,1,1,0,1.0,[517],[490]
4648,2013,2013,0,0,4,0,1,1,0,8.0,[490],[517]
4649,2013,2013,0,0,4,0,1,1,0,3.0,[517],[490]
4650,2014,2014,1,6,4,1,1,1,1,182.0,[517],[490]
4651,2013,2013,0,0,4,0,1,1,0,1.0,[626],[490]
4652,2011,2011,0,0,4,0,1,1,0,45.0,[501],[520]
4653,2013,2013,-9,-9,4,1,1,1,0,19.0,[501],[520]
4654,2011,2011,0,0,4,0,1,1,0,72.0,[530],[520]
4655,2012,2012,-9,-9,4,1,1,1,0,110.0,[531],[530]
4656,2011,2014,-9,-9,4,1,1,1,0,829.0,[625],[626]
4657,2014,2014,0,0,4,0,1,1,1,1.0,[625],[626]
4658,2011,2011,0,0,4,0,1,1,0,1.0,[666],[625]
4659,2011,2011,0,0,4,0,1,1,0,15.5,[666],[625]
4660,2012,2012,0,0,4,0,1,1,0,1.0,[666],[625]
4661,2012,2012,0,0,3,0,1,1,0,1.0,[640],[630]
4662,2014,2014,0,0,3,1,1,1,0,1.0,[630],[640]
4663,2011,2011,-9,-9,4,0,1,1,0,99.0,[630],[645]
4664,2012,2012,0,0,3,0,1,1,0,1.0,[630],[670]
4665,2011,2011,-9,-9,4,1,1,1,0,188.0,[700],[630]
4666,2012,2012,0,0,4,1,1,1,0,1.0,[630],[700]
4667,2013,2013,1,4,4,0,1,1,0,1.0,[630],[700]
4668,2014,2014,0,0,2,0,1,2,0,1.0,[630],[770 700]
4669,2014,2014,0,0,4,1,1,1,0,1.0,[700],[630]
4670,2013,2013,0,0,4,0,1,1,0,4.0,[630],[750]
4671,2012,2012,0,0,4,1,1,1,0,31.0,[630],[770]
4672,2013,2014,1,2,4,1,1,1,1,428.0,[630],[770]
4673,2012,2012,0,0,3,0,1,1,0,1.0,[640],[666]
4674,2011,2011,1,3,4,0,1,1,0,27.0,[666],[651]
4675,2014,2014,1,6,4,0,1,1,1,1.0,[666],[651]
4676,2011,2012,0,0,3,1,8,1,0,458.0,[200 390   2 390 375 385 385 211 368  20],[365]
4677,2011,2011,0,0,4,0,1,1,0,4.0,[385],[365]
4678,2012,2014,0,0,3,1,14,1,1,744.0,"[640 366 200  20 368 375 220 255 255 366 235 200 375 385 290 380 390 210
 385]",[365]
4679,2011,2012,0,0,3,1,1,2,0,345.0,[365],[740 732]
4680,2013,2014,0,0,3,1,2,3,1,561.0,[710 365],[732 740 732   2]
4681,2013,2013,0,0,4,0,1,1,0,1.0,[365],[369]
4682,2014,2014,0,0,4,1,1,1,1,274.0,[369],[365]
4683,2014,2014,0,0,4,1,1,1,1,207.0,[365],[369]
4684,2014,2014,0,0,4,0,1,1,1,93.0,[701],[700]
4685,2011,2011,-9,-9,4,1,33,1,0,159.0,"[368 317 694 390 349 212 380 255 360 316 325 341  20 235 210 339 344 310
 290 663 230   2 366 385 350 696 395 211 355 200 367 640 220]",[620]
4686,2011,2011,-9,-9,4,1,1,1,0,98.5,[616],[620]
4687,2011,2014,-9,-9,4,1,1,1,1,1319.0,[666],[652]
4688,2012,2012,-9,-9,4,1,1,1,0,158.0,[652],[663]
